soil_type,temperature,rainfall,season,label
sandy,22.03296178,65.34440794,winter,grapes
black,39.64851881,70.39906054,winter,grapes
loamy,16.77557314,66.76285469,winter,grapes
black,12.14190714,69.63122027,winter,grapes
sandy,12.7567962,66.77844567,winter,grapes
loamy,39.04071989,73.88467027,winter,grapes
black,39.70772192,74.91506217,winter,grapes
black,9.467960445,66.02765219,winter,grapes
sandy,29.58748357,68.06417307,winter,grapes
clay,17.82803682,65.84748763,winter,grapes
sandy,8.825674745,67.235765,winter,grapes
black,27.83487131,73.02882766,winter,grapes
black,11.02105378,68.23963161,winter,grapes
clay,17.5862944,71.4065452,winter,grapes
black,19.89363946,69.66256816,winter,grapes
loamy,29.93707596,65.52279323,winter,grapes
sandy,36.73126647,72.24230804,winter,grapes
sandy,20.42094753,66.93065667,winter,grapes
sandy,25.51939719,69.17281221,winter,grapes
black,30.50734778,70.08200379,winter,grapes
sandy,18.4269936,69.75734306,winter,grapes
loamy,12.087022,68.66813363,winter,grapes
loamy,23.60115364,73.23901752,winter,grapes
clay,12.80000387,67.10439401,winter,grapes
loamy,38.06099482,65.70148216,winter,grapes
loamy,39.06555518,69.30772897,winter,grapes
sandy,33.78372897,74.53557341,winter,grapes
clay,16.76201707,73.28712806,winter,grapes
black,35.89307536,66.53946559,winter,grapes
black,21.01245395,66.38448261,winter,grapes
black,10.89875873,68.69420397,winter,grapes
black,16.36251869,71.55665483,winter,grapes
clay,20.28370163,71.06611222,winter,grapes
black,25.11108456,73.01026829,winter,grapes
loamy,33.4641162,67.92204319,winter,grapes
clay,11.7976469,65.06962486,winter,grapes
sandy,11.36300891,71.18289431,winter,grapes
sandy,25.23542319,67.03840888,winter,grapes
clay,15.99050693,74.40198861,winter,grapes
clay,22.4359017,65.3973168,winter,grapes
black,34.76086052,65.70430027,winter,grapes
black,31.11047251,71.43001582,winter,grapes
sandy,28.57828803,73.34232097,winter,grapes
clay,41.18664903,68.68895899,winter,grapes
sandy,27.02766138,70.95666003,winter,grapes
sandy,21.19339319,74.62834921,winter,grapes
clay,10.38004759,67.3917379,winter,grapes
sandy,31.3115978,65.01095312,winter,grapes
black,20.46657776,71.29813872,winter,grapes
clay,29.36947679,66.13442813,winter,grapes
loamy,10.72302459,65.2982112,winter,grapes
black,14.97846952,71.63437433,winter,grapes
sandy,15.3246651,71.60102999,winter,grapes
clay,18.73932187,73.55807954,winter,grapes
loamy,19.3642553,67.15094741,winter,grapes
loamy,41.20733624,65.90227462,winter,grapes
loamy,33.34214482,70.68098614,winter,grapes
black,23.81995682,67.2739864,winter,grapes
clay,40.66012294,74.03030056,winter,grapes
black,11.82768186,74.10225057,winter,grapes
clay,13.28504331,65.80006004,winter,grapes
loamy,35.83089092,73.67984885,winter,grapes
sandy,26.18159716,66.05911698,winter,grapes
loamy,24.57558351,69.706113,winter,grapes
clay,29.67229086,66.48490371,winter,grapes
sandy,39.37102553,74.08101744,winter,grapes
clay,17.66558428,69.8671263,winter,grapes
black,24.06679352,69.81855775,winter,grapes
clay,15.31413469,74.82144653,winter,grapes
loamy,21.77466746,69.39630398,winter,grapes
black,26.91624843,69.30927185,winter,grapes
black,41.65602996,74.19664838,winter,grapes
sandy,17.98667801,72.37127689,winter,grapes
black,29.12033769,68.8503047,winter,grapes
loamy,34.38922481,71.03001556,winter,grapes
sandy,41.36106301,69.92107482,winter,grapes
clay,35.12158265,69.71518491,winter,grapes
black,19.6491772,73.69529586,winter,grapes
sandy,16.27852801,66.57462809,winter,grapes
black,21.11903604,69.27779761,winter,grapes
clay,19.2077707,66.83113717,winter,grapes
black,25.96308415,70.31782647,winter,grapes
black,25.67385024,74.10919422,winter,grapes
loamy,41.94865736,73.06862952,winter,grapes
sandy,11.18994268,66.34234944,winter,grapes
clay,17.5438296,73.77063744,winter,grapes
black,13.05809741,70.75633584,winter,grapes
clay,9.724457611,74.46411148,winter,grapes
sandy,27.92004934,69.92092839,winter,grapes
sandy,9.535585543,69.44115171,winter,grapes
loamy,13.42988625,71.40043037,winter,grapes
sandy,9.851242629,68.42802444,winter,grapes
clay,24.97256132,66.70016285,winter,grapes
clay,27.23708304,70.42508897,winter,grapes
sandy,18.70679077,66.5964488,winter,grapes
sandy,9.949929082,66.00817551,winter,grapes
sandy,26.47330219,53.65742581,winter,watermelon
loamy,25.18780042,46.87420883,winter,watermelon
black,25.29954705,57.04147057,winter,watermelon
loamy,24.74631269,57.95826144,winter,watermelon
loamy,26.58740671,41.87540028,winter,watermelon
black,24.53442564,49.11618732,winter,watermelon
clay,26.0713757,57.79652846,winter,watermelon
loamy,25.96534238,59.46338556,winter,watermelon
sandy,26.22338015,54.60159289,winter,watermelon
black,24.41311871,44.07843475,winter,watermelon
black,26.49195283,57.72799157,winter,watermelon
loamy,24.04355803,53.78929956,winter,watermelon
loamy,25.5421695,57.57343233,winter,watermelon
clay,26.74550678,40.794305,winter,watermelon
loamy,25.7131428,43.08961827,winter,watermelon
sandy,25.76484262,44.22066914,winter,watermelon
loamy,26.79489868,57.74091817,winter,watermelon
clay,24.9004602,57.44942094,winter,watermelon
clay,26.80750629,58.79889057,winter,watermelon
sandy,25.11189154,44.20656987,winter,watermelon
sandy,26.2148837,59.65590798,winter,watermelon
sandy,24.9103226,49.48575692,winter,watermelon
loamy,25.79448878,56.45229202,winter,watermelon
sandy,25.26931156,40.12650421,winter,watermelon
black,25.76402693,46.05122728,winter,watermelon
black,25.85483596,46.85176955,winter,watermelon
sandy,24.33528185,48.32113628,winter,watermelon
sandy,25.37601283,57.23028471,winter,watermelon
loamy,24.86094646,55.29563514,winter,watermelon
clay,24.71885473,48.45978627,winter,watermelon
black,24.21495706,48.01138482,winter,watermelon
loamy,25.81692236,54.82963379,winter,watermelon
black,24.47018505,57.26773002,winter,watermelon
loamy,24.13078816,51.19470197,winter,watermelon
black,26.1793464,49.43050977,winter,watermelon
loamy,26.17668721,53.33484977,winter,watermelon
sandy,26.03867719,44.3993381,winter,watermelon
black,26.53259325,54.30660782,winter,watermelon
black,26.81938687,46.06193778,winter,watermelon
black,25.50405534,48.47833278,winter,watermelon
loamy,26.20234499,56.47941847,winter,watermelon
sandy,25.13735887,43.52897517,winter,watermelon
sandy,25.92030221,42.10681516,winter,watermelon
clay,26.6634609,57.40847165,winter,watermelon
black,24.06731461,51.75212401,winter,watermelon
black,24.6774157,57.05709413,winter,watermelon
clay,26.11440416,58.48160844,winter,watermelon
loamy,26.81530456,55.74073582,winter,watermelon
black,25.15623099,55.49541453,winter,watermelon
loamy,25.2801372,49.29456609,winter,watermelon
sandy,26.22005978,49.08553937,winter,watermelon
loamy,24.92093261,50.55710813,winter,watermelon
loamy,26.21667586,54.65423596,winter,watermelon
black,26.81383586,51.70497792,winter,watermelon
sandy,24.31334971,48.11248366,winter,watermelon
black,24.29105004,51.26046418,winter,watermelon
loamy,24.42998931,48.58241822,winter,watermelon
sandy,25.66576039,54.22722466,winter,watermelon
sandy,25.07803672,56.39962921,winter,watermelon
loamy,24.88910524,51.70699144,winter,watermelon
sandy,25.42900869,56.34144589,winter,watermelon
loamy,24.37118217,44.63907691,winter,watermelon
black,26.4930645,46.06382209,winter,watermelon
clay,25.83202912,45.24690619,winter,watermelon
black,24.41592661,40.32161859,winter,watermelon
black,24.37190239,44.20899581,winter,watermelon
loamy,24.24782473,54.7657623999999,winter,watermelon
black,24.64458469,48.31219031,winter,watermelon
black,24.89681131,53.14626213,winter,watermelon
loamy,25.41864024,49.52320689,winter,watermelon
sandy,26.26028739,58.97878791,winter,watermelon
black,24.90123934,46.59207341,winter,watermelon
loamy,24.84740848,59.67927244,winter,watermelon
clay,26.98212846,42.91292205,winter,watermelon
black,26.90435747,59.75980023,winter,watermelon
loamy,25.86475496,41.16554802,winter,watermelon
clay,26.70607759,51.51033554,winter,watermelon
black,26.44019475,47.81847573,winter,watermelon
black,26.283443,50.78669728,winter,watermelon
clay,26.84366082,40.228644,winter,watermelon
sandy,26.03967219,43.87712348,winter,watermelon
loamy,24.92994759,48.75859458,winter,watermelon
loamy,25.50736962,44.2068997,winter,watermelon
black,25.4438391,57.51549686,winter,watermelon
loamy,26.12588914,40.71210074,winter,watermelon
loamy,25.10474753,59.26519444,winter,watermelon
sandy,26.27520631,54.38748495,winter,watermelon
clay,26.27061608,46.76837499,winter,watermelon
loamy,26.73690828,47.46447019,winter,watermelon
black,25.04746944,56.72496677,winter,watermelon
sandy,24.69368934,48.99390828,winter,watermelon
clay,24.54356968,42.00660251,winter,watermelon
loamy,25.89762315,54.49960057,winter,watermelon
clay,26.6333118,56.31866159,winter,watermelon
loamy,25.35794749,47.72078245,winter,watermelon
loamy,25.28784623,58.28697664,winter,watermelon
clay,26.63838589,48.32428609,winter,watermelon
clay,25.3310446,41.53218699,winter,watermelon
clay,26.89750174,43.97193745,winter,watermelon
black,26.98603693,58.54876687,winter,watermelon
loamy,27.57826922,28.08253201,winter,muskmelon
loamy,27.82054812,26.32405487,winter,muskmelon
loamy,29.09910406,22.52497327,winter,muskmelon
sandy,28.04943594,20.76223014,winter,muskmelon
sandy,29.91690582,28.16057247,winter,muskmelon
black,29.86895762,26.26243014,winter,muskmelon
black,29.17220859,21.30290472,winter,muskmelon
sandy,29.24908541,25.93496537,winter,muskmelon
clay,27.76317235,25.21609113,winter,muskmelon
clay,28.82629037,26.23838511,winter,muskmelon
clay,28.52379742,29.86681385,winter,muskmelon
sandy,29.06785065,29.1194739,winter,muskmelon
clay,29.08417927,25.33014238,winter,muskmelon
black,28.47090661,21.08484101,winter,muskmelon
loamy,28.27973674,21.58992507,winter,muskmelon
clay,28.47212559,20.88620369,winter,muskmelon
clay,29.68846716,26.83924845,winter,muskmelon
loamy,27.02415146,21.26034986,winter,muskmelon
clay,29.09588297,26.70581328,winter,muskmelon
black,29.69238699,29.1102594,winter,muskmelon
clay,28.20619412,28.78654515,winter,muskmelon
loamy,29.05248036,23.66620626,winter,muskmelon
black,29.57240298,27.56918621,winter,muskmelon
sandy,29.10968327,27.95602304,winter,muskmelon
loamy,28.20480805,20.36001144,winter,muskmelon
sandy,29.11858526,24.52020164,winter,muskmelon
clay,29.62800691,23.69586761,winter,muskmelon
clay,29.81196601,22.68766503,winter,muskmelon
clay,27.72338349,22.81863447,winter,muskmelon
sandy,29.26092798,28.70627683,winter,muskmelon
loamy,29.72791119,26.52364146,winter,muskmelon
loamy,28.91105641,23.44398467,winter,muskmelon
clay,28.96361426,23.56130173,winter,muskmelon
loamy,28.59052369,29.44008034,winter,muskmelon
clay,27.33897716,28.69113835,winter,muskmelon
sandy,29.90415889,25.37828397,winter,muskmelon
black,27.42711692,21.7508774,winter,muskmelon
clay,29.55657523,28.36535596,winter,muskmelon
black,29.84070774,23.28207838,winter,muskmelon
clay,28.53545677,25.1290048,winter,muskmelon
clay,27.11535046,26.51924782,winter,muskmelon
clay,27.84492803,26.47844429,winter,muskmelon
loamy,29.03157242,24.93861254,winter,muskmelon
black,27.82424457,21.19014526,winter,muskmelon
sandy,27.72653142,20.21126747,winter,muskmelon
black,28.69708334,22.21807088,winter,muskmelon
loamy,29.73019662,20.49035619,winter,muskmelon
clay,29.54097171,21.9653077,winter,muskmelon
clay,28.80311922,25.16359891,winter,muskmelon
sandy,27.29035669,23.49535234,winter,muskmelon
black,27.46583649,27.27899847,winter,muskmelon
loamy,29.49401389,26.30820876,winter,muskmelon
loamy,27.79161808,26.85422624,winter,muskmelon
loamy,29.12533739,21.90440445,winter,muskmelon
sandy,27.93114233,20.66127836,winter,muskmelon
sandy,29.45771748,20.76212031,winter,muskmelon
loamy,27.96872279,28.94766949,winter,muskmelon
black,29.48882958,26.01909355,winter,muskmelon
sandy,29.47156259,28.75226067,winter,muskmelon
clay,27.0767265,24.4514648,winter,muskmelon
black,27.30008597,25.09484511,winter,muskmelon
loamy,29.82729394,22.84203589,winter,muskmelon
sandy,29.93061247,24.34814338,winter,muskmelon
clay,29.94349168,20.39020503,winter,muskmelon
clay,28.03306461,21.17924769,winter,muskmelon
sandy,29.8843055,21.0000988,winter,muskmelon
black,27.7058373,22.06207161,winter,muskmelon
sandy,29.78714005,27.8659442,winter,muskmelon
black,28.57819995,27.5987178,winter,muskmelon
sandy,29.48069921,26.0365768,winter,muskmelon
sandy,27.51492243,21.01796432,winter,muskmelon
clay,28.05457761,21.84869328,winter,muskmelon
clay,29.03167341,24.15591199,winter,muskmelon
loamy,28.5854649,26.88372572,winter,muskmelon
black,27.08808014,25.32159689,winter,muskmelon
sandy,27.99611732,21.61893763,winter,muskmelon
loamy,27.87317436,24.05207925,winter,muskmelon
sandy,28.96586565,22.25838137,winter,muskmelon
sandy,28.87726019,24.44267592,winter,muskmelon
black,29.17052093,22.06994464,winter,muskmelon
black,29.34033587,21.44532907,winter,muskmelon
sandy,29.07265321,28.83568362,winter,muskmelon
black,28.68275966,29.11187663,winter,muskmelon
sandy,28.92705913,23.20076686,winter,muskmelon
sandy,27.99901833,23.28618248,winter,muskmelon
loamy,27.59350075,24.84266123,winter,muskmelon
clay,29.87331077,24.69720481,winter,muskmelon
black,28.55852465,27.26588346,winter,muskmelon
sandy,29.19378695,26.48240255,winter,muskmelon
clay,27.98780984,27.14509034,winter,muskmelon
loamy,28.05380704,20.76582087,winter,muskmelon
loamy,27.3506296,27.21244021,winter,muskmelon
clay,29.34081108,28.22908103,winter,muskmelon
black,28.61475136,28.98574189,winter,muskmelon
clay,27.04863538,25.08146686,winter,muskmelon
sandy,29.5275305,21.13545688,winter,muskmelon
clay,28.50416396,24.20007242,winter,muskmelon
clay,28.89578588,23.0362503,winter,muskmelon
black,27.04927452,23.65747461,winter,muskmelon
loamy,28.96017885,24.7458198,winter,muskmelon
clay,22.75088787,110.4317855,summer,apple
black,23.8494014,114.0512495,summer,apple
sandy,22.60800988,116.0396587,summer,apple
loamy,21.18667419,122.233323,summer,apple
sandy,23.41044706,116.077793099999,summer,apple
black,22.86006627,117.7296726,summer,apple
black,22.48403042,105.5473627,summer,apple
sandy,22.02775403,121.1349176,summer,apple
loamy,21.91191314,117.0761277,summer,apple
clay,23.71059131,112.6676589,summer,apple
loamy,21.37784654,106.1417017,summer,apple
sandy,22.84852833,123.5977843,summer,apple
loamy,23.1094265,108.183792,summer,apple
clay,23.25230817,105.3558408,summer,apple
loamy,23.67287749,104.2298028,summer,apple
clay,23.76881552,102.2648546,summer,apple
sandy,23.34386401,104.4267991,summer,apple
sandy,22.63946441,108.3405879,summer,apple
black,22.45696744,114.8407725,summer,apple
loamy,22.96388477,104.647298599999,summer,apple
black,21.07273439,107.8737015,summer,apple
sandy,22.44075021,121.4977331,summer,apple
black,22.71271308,109.8852597,summer,apple
sandy,21.70416965,115.1781396,summer,apple
sandy,22.43324518,119.1025189,summer,apple
black,21.25941052,109.065847099999,summer,apple
sandy,22.9215706,105.6941544,summer,apple
loamy,22.81212536,107.855225,summer,apple
sandy,21.12152071,102.8017203,summer,apple
black,21.11478672,104.5086618,summer,apple
black,23.59997268,107.172819099999,summer,apple
black,23.12652652,108.621183299999,summer,apple
black,22.98458907,122.1952483,summer,apple
black,22.12659387,104.5412275,summer,apple
sandy,22.53779727,101.8474768,summer,apple
black,22.49095104,124.3915101,summer,apple
loamy,22.35548159,116.7366261,summer,apple
black,22.20700989,120.1593771,summer,apple
black,22.44516988,107.1843273,summer,apple
sandy,22.76643029,120.4359949,summer,apple
black,22.19109412,112.3126628,summer,apple
sandy,23.6119202,123.5900822,summer,apple
sandy,23.86087054,105.0241329,summer,apple
clay,21.42177231,102.8045658,summer,apple
clay,22.36629253,124.9831618,summer,apple
black,23.99686172,117.6102915,summer,apple
black,21.80129837,120.058667099999,summer,apple
loamy,23.80436344,100.6192543,summer,apple
loamy,23.71475278,121.8961665,summer,apple
sandy,23.34467359,112.8954016,summer,apple
black,22.31253665,113.0688155,summer,apple
black,23.50201428,107.9868949,summer,apple
loamy,23.46260321,111.7763395,summer,apple
loamy,23.06204373,114.7399101,summer,apple
black,22.47420512,124.2179699,summer,apple
sandy,22.69780133,105.0508234,summer,apple
sandy,23.66682067,105.4004751,summer,apple
clay,22.50050273,100.9343903,summer,apple
loamy,23.83053666,109.5966791,summer,apple
sandy,23.64142354,116.6912176,summer,apple
sandy,21.41363812,118.3979065,summer,apple
clay,22.85267372,117.531402599999,summer,apple
clay,22.98208095,109.5852253,summer,apple
clay,21.19909519,103.6838922,summer,apple
loamy,23.87192332,103.0548094,summer,apple
black,21.0365275,114.7412734,summer,apple
sandy,22.61711614,116.9256766,summer,apple
clay,21.45278675,116.7036582,summer,apple
black,22.81227579,109.3383552,summer,apple
sandy,21.98141856,115.4789148,summer,apple
black,22.52709326,115.3830068,summer,apple
clay,22.35628673,107.7697413,summer,apple
loamy,21.19852186,105.8554351,summer,apple
sandy,23.8812458,104.9116663,summer,apple
loamy,22.78234161,122.1449949,summer,apple
clay,22.19055385,121.6622761,summer,apple
loamy,22.91430043,118.6044645,summer,apple
black,23.08950736,108.2166601,summer,apple
black,21.72484506,121.6961761,summer,apple
loamy,22.44307715,102.5565807,summer,apple
loamy,21.1316077,122.5391946,summer,apple
clay,22.71750705,107.0289866,summer,apple
black,23.75033085,117.6602827,summer,apple
clay,23.76121837,100.825956,summer,apple
loamy,22.13450646,112.9203223,summer,apple
clay,21.17089176,123.6495149,summer,apple
loamy,22.36238282,118.6832725,summer,apple
loamy,22.77856513,113.7759219,summer,apple
loamy,21.22503442,113.9760462,summer,apple
loamy,23.15791104,110.712841,summer,apple
clay,22.42776057,102.7230739,summer,apple
sandy,23.64082979,116.7431319,summer,apple
clay,22.29423493,122.7418744,summer,apple
black,23.35225078,113.0381382,summer,apple
loamy,22.03911546,110.9804014,summer,apple
loamy,23.80593812,119.6335548,summer,apple
loamy,22.31944084,100.1173443,summer,apple
sandy,22.14464104,120.6310784,summer,apple
sandy,23.65167552,115.3611268,summer,apple
black,22.16939473,124.4683112,summer,apple
sandy,15.78144173,119.035002,summer,orange
loamy,26.03097313,101.2847738,summer,orange
clay,13.36050601,111.2266885,summer,orange
black,18.87957654,114.6659511,summer,orange
clay,29.47741671,111.1727497,summer,orange
loamy,28.06903173,114.1339416,summer,orange
loamy,25.66901098,112.5424199,summer,orange
black,29.77149434,114.416178599999,summer,orange
black,30.55472573,106.0711985,summer,orange
clay,23.96147583,102.6958703,summer,orange
clay,23.98289638,118.4901697,summer,orange
black,25.26052689,117.369529599999,summer,orange
black,31.08368929,109.6894658,summer,orange
black,14.78003032,100.1961762,summer,orange
black,26.56608303,116.3796525,summer,orange
clay,24.85903405,111.7803734,summer,orange
loamy,34.51465139,103.5684926,summer,orange
sandy,24.12188673,102.835632,summer,orange
black,23.85340379,103.923226,summer,orange
sandy,24.60297538,111.2948115,summer,orange
black,15.63211033,101.4705704,summer,orange
black,19.33516809,116.450422,summer,orange
sandy,28.2620488,105.2132259,summer,orange
sandy,22.67594476,110.3332655,summer,orange
clay,21.03200078,110.6823944,summer,orange
black,33.23453301,115.7659902,summer,orange
loamy,22.30318989,117.3688104,summer,orange
black,11.50322938,115.568377599999,summer,orange
loamy,14.34320488,110.222312299999,summer,orange
black,33.1056981,119.1709113,summer,orange
loamy,30.49183837,113.3302105,summer,orange
sandy,30.25578031,116.7173125,summer,orange
loamy,12.22816189,108.4161706,summer,orange
black,10.01081312,119.3941064,summer,orange
sandy,22.79196751,116.5084074,summer,orange
clay,20.18432263,116.8130969,summer,orange
loamy,30.72119881,106.8118019,summer,orange
loamy,24.35590861,119.6946577,summer,orange
black,21.21306973,112.9834361,summer,orange
clay,10.78689755,117.5293447,summer,orange
sandy,11.89925671,103.5771468,summer,orange
sandy,22.56664172,109.8585753,summer,orange
sandy,18.86883219,119.3936976,summer,orange
clay,17.34083741,112.7194284,summer,orange
sandy,34.90665289,102.1906333,summer,orange
sandy,24.53610067,115.9787989,summer,orange
loamy,13.8377282,107.9873218,summer,orange
loamy,22.3551049,101.5164589,summer,orange
black,34.74004942,100.1967854,summer,orange
black,11.54785707,108.828917099999,summer,orange
loamy,23.13338811,104.4224145,summer,orange
loamy,29.98364695,115.3560318,summer,orange
black,20.87947369,102.4550786,summer,orange
clay,17.24944623,112.509051599999,summer,orange
black,15.83388699,109.7571416,summer,orange
black,23.01014302,112.6738296,summer,orange
loamy,16.39624284,102.944161,summer,orange
loamy,24.45132792,109.4711098,summer,orange
black,31.87859192,105.3437825,summer,orange
clay,31.34920143,109.1549823,summer,orange
loamy,18.05142392,111.7793889,summer,orange
black,30.84835031,107.4142681,summer,orange
sandy,22.45616931,118.0069295,summer,orange
sandy,13.70319166,106.2944879,summer,orange
black,20.48954522,111.839195099999,summer,orange
black,13.20844373,106.2696156,summer,orange
loamy,32.31944397,117.6236473,summer,orange
loamy,20.68185224,109.7513927,summer,orange
sandy,31.52675982,113.1169398,summer,orange
sandy,25.35467646,116.7555937,summer,orange
sandy,17.66545409,110.6857506,summer,orange
clay,12.59093977,119.391671799999,summer,orange
loamy,11.86631922,106.060149,summer,orange
sandy,11.03367937,112.7715925,summer,orange
black,25.2990432,117.9733424,summer,orange
black,32.23797837,104.7052254,summer,orange
black,17.68408797,108.0638166,summer,orange
black,10.2708877,106.6955204,summer,orange
sandy,17.22034507,108.0054343,summer,orange
clay,19.667056,100.1737964,summer,orange
clay,10.35609594,101.1456947,summer,orange
sandy,27.255435,101.139435,summer,orange
black,34.5917846,115.5650287,summer,orange
sandy,32.39523995,113.25373,summer,orange
sandy,10.16431299,106.362551,summer,orange
sandy,21.49118657,101.4819888,summer,orange
sandy,16.53460397,110.0447896,summer,orange
black,31.8520693999999,109.9455062,summer,orange
sandy,28.04799508,117.1311498,summer,orange
sandy,31.75048899,115.1989301,summer,orange
clay,29.07412717,100.7896871,summer,orange
clay,19.14381903,108.0230792,summer,orange
sandy,16.14820285,107.4287664,summer,orange
black,34.05296914,116.8020848,summer,orange
clay,34.51423957,118.327196799999,summer,orange
clay,32.71748548,113.328978,summer,orange
black,25.16296632,114.3117197,summer,orange
loamy,27.68167318,113.9995146,summer,orange
sandy,21.35093384,107.0862095,summer,orange
sandy,11.69894639,103.2005992,summer,orange
loamy,35.21462816,243.0745066,monsoon,papaya
black,42.39413392,88.46607497,winter,papaya
black,38.4191628,119.2653877,summer,papaya
clay,35.33294932,235.6133585,monsoon,papaya
clay,42.92325255,196.2408242,summer,papaya
sandy,33.83508569,203.4044028,monsoon,papaya
black,33.20258348,197.5282582,summer,papaya
clay,23.48546973,191.7760562,summer,papaya
sandy,29.33710543,202.0572747,monsoon,papaya
sandy,40.21199348,186.6762324,summer,papaya
sandy,42.13473976,197.402901,summer,papaya
loamy,32.86316618,47.271547,winter,papaya
black,29.80744318,232.7046126,monsoon,papaya
sandy,31.56213762,63.62250788,winter,papaya
sandy,36.32268069,141.1736926,summer,papaya
sandy,37.13165026,172.478806199999,summer,papaya
black,38.4418717,77.71566883,winter,papaya
loamy,32.66160599,78.85085502,winter,papaya
sandy,27.92765919,149.910755699999,summer,papaya
sandy,39.01793345,105.8841531,summer,papaya
sandy,32.51247398,51.07048113,winter,papaya
loamy,38.72382798,62.62377075,winter,papaya
clay,43.30204933,110.562229,summer,papaya
loamy,27.58548913,238.5008779,monsoon,papaya
black,40.78881819,132.7923586,summer,papaya
loamy,23.19451074,206.3999208,monsoon,papaya
clay,32.68067385,248.8592986,monsoon,papaya
black,34.28879307,127.2509777,summer,papaya
clay,39.30050027,120.9512466,summer,papaya
black,39.73149053,122.7628653,summer,papaya
loamy,39.23342464,64.4478499,winter,papaya
sandy,27.34734861,40.35153141,winter,papaya
loamy,40.76998685,209.8678411,monsoon,papaya
sandy,26.26559543,59.49373381,winter,papaya
black,28.12971499,117.8201907,summer,papaya
loamy,34.2804607,98.54047745,winter,papaya
clay,33.7960155,182.026807,summer,papaya
clay,31.53243779,207.0735119,monsoon,papaya
sandy,42.30495821,74.876786,winter,papaya
loamy,24.63676897,218.2299187,monsoon,papaya
loamy,28.28222883,179.272080699999,summer,papaya
black,24.48620746,183.49095,summer,papaya
sandy,42.84609252,78.8099639,winter,papaya
black,43.67549305,103.8235658,summer,papaya
loamy,42.07213781,165.7412972,summer,papaya
clay,33.46873719,136.8277041,summer,papaya
black,31.7018373,48.83810592,winter,papaya
sandy,41.41968393,199.3096432,summer,papaya
loamy,42.54744013,214.4103848,monsoon,papaya
sandy,28.91842453,63.68794608,winter,papaya
loamy,43.08022702,211.8529059,monsoon,papaya
sandy,29.20300896,209.4083305,monsoon,papaya
sandy,41.04224355,181.527598,summer,papaya
loamy,25.62446619,97.26336657,winter,papaya
sandy,35.32876402,163.9069365,summer,papaya
sandy,24.42561272,63.35298768,winter,papaya
black,31.18298415,54.01872359,winter,papaya
loamy,31.88342554,79.27201575,winter,papaya
black,42.93368602,246.3613268,monsoon,papaya
sandy,23.11407669,231.5153161,monsoon,papaya
clay,24.87212063,135.169452499999,summer,papaya
loamy,43.36051537,114.778071,summer,papaya
loamy,26.83054058,144.6656444,summer,papaya
sandy,30.42012134,75.95295,winter,papaya
loamy,28.64555584,115.8163936,summer,papaya
loamy,32.50037548,71.73759526,winter,papaya
loamy,43.03714283,41.5856585,winter,papaya
clay,30.10773379,75.24521981,winter,papaya
black,23.69212243,87.53393983,winter,papaya
black,35.67667332,141.3381168,summer,papaya
black,27.71948962,82.83061083,winter,papaya
loamy,35.26824831,149.8488208,summer,papaya
clay,23.16855863,161.6892093,summer,papaya
loamy,33.08706051,88.1300769,winter,papaya
clay,37.4620912,172.3458448,summer,papaya
clay,38.73218907,218.142147,monsoon,papaya
loamy,32.57720726,93.7942847,winter,papaya
sandy,38.38231475,210.2735346,monsoon,papaya
clay,42.93605359,234.8466111,monsoon,papaya
clay,25.65492304,52.95477913,winter,papaya
black,37.58899717,159.6577388,summer,papaya
clay,29.60718808,62.68710535,winter,papaya
black,25.34756111,174.401233699999,summer,papaya
black,25.9300384,241.8202079,monsoon,papaya
black,32.76795887,240.4795923,monsoon,papaya
loamy,29.02328049,126.8069869,summer,papaya
loamy,40.00439101,92.11877372,winter,papaya
loamy,33.32315744,234.496633,monsoon,papaya
loamy,31.22790131,46.44279118,winter,papaya
loamy,26.68386496,62.50689682,winter,papaya
black,24.70528368,108.4103158,summer,papaya
sandy,38.2016825,218.0908814,monsoon,papaya
sandy,36.56769731,104.4218596,summer,papaya
loamy,26.05375792,240.6863901,monsoon,papaya
clay,31.29986342,54.77830202,winter,papaya
loamy,40.10207731,149.1199989,summer,papaya
loamy,38.58954491,102.2708231,summer,papaya
loamy,41.31330062,239.7427554,monsoon,papaya
black,37.03551903,188.5181422,summer,papaya
clay,23.0124018,208.3357976,monsoon,papaya
sandy,26.7627493,224.5903664,monsoon,coconut
sandy,25.61294367,224.3206759,monsoon,coconut
loamy,28.130115,151.0761899,summer,coconut
loamy,25.02887163,179.8248944,summer,coconut
clay,27.79797651,181.6942283,summer,coconut
sandy,29.25902906,184.7624496,summer,coconut
loamy,27.10134661,150.9502632,summer,coconut
clay,25.84726298,147.8888994,summer,coconut
black,26.58580443,178.8116076,summer,coconut
black,28.38503882,189.6711349,summer,coconut
black,28.43647052,145.5414413,summer,coconut
clay,28.27298134,198.8234862,summer,coconut
loamy,27.00648436,144.3331315,summer,coconut
black,27.63551259,157.917153699999,summer,coconut
clay,26.29644905,215.9195049,monsoon,coconut
clay,27.1326009,204.7206567,monsoon,coconut
loamy,25.56567803,199.7936345,summer,coconut
black,25.94951662,172.0540491,summer,coconut
sandy,28.03380598,218.0055713,monsoon,coconut
loamy,29.12859129,157.2388553,summer,coconut
loamy,27.0828252,171.7575545,summer,coconut
loamy,28.11321494,172.481364099999,summer,coconut
black,27.5136304,156.6732553,summer,coconut
clay,27.63834933,205.5463111,monsoon,coconut
loamy,29.01256899,150.050031199999,summer,coconut
